都道府県,都道府県コード,市区町村,市区町村コード,緯度,経度,イベント,発生件数,リンク
静岡県,22,焼津市,212,34.866117,138.32224,スマホ使用,1,"https://www.google.com/maps?q=34.866117,138.32224"
静岡県,22,焼津市,212,34.865662,138.319968,スマホ使用,1,"https://www.google.com/maps?q=34.865662,138.31996799"
静岡県,22,焼津市,212,34.867984,138.322598,スマホ使用,1,"https://www.google.com/maps?q=34.867984,138.322598"
静岡県,22,焼津市,212,34.841336,138.286463,スマホ使用,1,"https://www.google.com/maps?q=34.841336,138.286463"
静岡県,22,焼津市,212,34.870897,138.32256,スマホ使用,1,"https://www.google.com/maps?q=34.870897,138.32256"
静岡県,22,焼津市,212,34.828581,138.299067,スマホ使用,1,"https://www.google.com/maps?q=34.828581,138.299067"
静岡県,22,焼津市,212,34.835016,138.306457,スマホ使用,1,"https://www.google.com/maps?q=34.835016,138.306457"
静岡県,22,焼津市,212,34.837451,138.315401,スマホ使用,1,"https://www.google.com/maps?q=34.837451,138.315401"
静岡県,22,焼津市,212,34.83852499,138.317662,スマホ使用,1,"https://www.google.com/maps?q=34.83852499,138.317662"
静岡県,22,焼津市,212,34.845794,138.318065,スマホ使用,1,"https://www.google.com/maps?q=34.845794,138.31806499"
静岡県,22,焼津市,212,34.850873,138.317664,スマホ使用,1,"https://www.google.com/maps?q=34.850873,138.317664"
静岡県,22,焼津市,212,34.856781,138.317852,スマホ使用,2,"https://www.google.com/maps?q=34.856781,138.31785199"
静岡県,22,焼津市,212,34.86255,138.319646,スマホ使用,1,"https://www.google.com/maps?q=34.86255,138.319646"
静岡県,22,焼津市,212,34.867297,138.321589,スマホ使用,1,"https://www.google.com/maps?q=34.867297,138.32158899"
静岡県,22,焼津市,212,34.86533699,138.32426,スマホ使用,1,"https://www.google.com/maps?q=34.86533699,138.32426"
静岡県,22,焼津市,212,34.845217,138.322655,スマホ使用,1,"https://www.google.com/maps?q=34.845217,138.322655"
静岡県,22,焼津市,212,34.840152,138.323481,スマホ使用,1,"https://www.google.com/maps?q=34.840152,138.32348099"
静岡県,22,焼津市,212,34.822137,138.322303,スマホ使用,1,"https://www.google.com/maps?q=34.822137,138.322303"
静岡県,22,焼津市,212,34.81355,138.318087,スマホ使用,1,"https://www.google.com/maps?q=34.81355,138.318087"
静岡県,22,焼津市,212,34.836706,138.328836,スマホ使用,1,"https://www.google.com/maps?q=34.836706,138.328836"
静岡県,22,焼津市,212,34.863773,138.325046,スマホ使用,1,"https://www.google.com/maps?q=34.863773,138.32504599"
静岡県,22,焼津市,212,34.867406,138.321248,スマホ使用,1,"https://www.google.com/maps?q=34.867406,138.321248"
静岡県,22,焼津市,212,34.868104,138.320966,スマホ使用,1,"https://www.google.com/maps?q=34.868104,138.320966"
静岡県,22,焼津市,212,34.88487099,138.328668,スマホ使用,1,"https://www.google.com/maps?q=34.88487099,138.328668"
静岡県,22,焼津市,212,34.88874899,138.330976,スマホ使用,1,"https://www.google.com/maps?q=34.88874899,138.330976"
静岡県,22,焼津市,212,34.833239,138.33353,スマホ使用,1,"https://www.google.com/maps?q=34.833239,138.33353"
静岡県,22,焼津市,212,34.78181699,138.300304,スマホ使用,1,"https://www.google.com/maps?q=34.78181699,138.300304"
